kind,subject,session,file,q_no,answer
answer_text,748,,748-MS-_INFORMATION_STORAGE_AND_RETRIEVAL_SYSTEM_-_XII.md,5,Source 1
answer_text,748,,748-MS-_INFORMATION_STORAGE_AND_RETRIEVAL_SYSTEM_-_XII.md,11,For commercial website 1
answer_text,748,,748-MS-_INFORMATION_STORAGE_AND_RETRIEVAL_SYSTEM_-_XII.md,12,Uniform Resource Locator 1
answer_text,748,,748-MS-_INFORMATION_STORAGE_AND_RETRIEVAL_SYSTEM_-_XII.md,13,Library Automation
answer_text,748,,748-MS-_INFORMATION_STORAGE_AND_RETRIEVAL_SYSTEM_-_XII.md,14,Answer should be based on following points
answer_text,748,,748-MS-_INFORMATION_STORAGE_AND_RETRIEVAL_SYSTEM_-_XII.md,19,Answer should be based on following points
answer_text,748,,748-MS-_INFORMATION_STORAGE_AND_RETRIEVAL_SYSTEM_-_XII.md,20,Answer should be based on following points
answer_text,748,,748-MS-_INFORMATION_STORAGE_AND_RETRIEVAL_SYSTEM_-_XII.md,23,Answer should be based on followingpoints
answer_text,748,,748-MS-_INFORMATION_STORAGE_AND_RETRIEVAL_SYSTEM_-_XII.md,24,Answer should be based on following points
answer_text,748,,748-MS-_INFORMATION_STORAGE_AND_RETRIEVAL_SYSTEM_-_XII.md,27,Answer should be based on following points
answer_text,748,,748-MS-_INFORMATION_STORAGE_AND_RETRIEVAL_SYSTEM_-_XII.md,30,Answer should be based on following points
answer_text,748,,748-MS-_INFORMATION_STORAGE_AND_RETRIEVAL_SYSTEM_-_XII.md,32,Answer should be based on following points
answer_text,748,,748-MS-_INFORMATION_STORAGE_AND_RETRIEVAL_SYSTEM_-_XII.md,33,Answer should be based on following points
answer_text,627,,627-AUTOMOBILE_ENGINEERING-MS.md,1,Slow down the vehicle as it takes longer to stop or adjust in wet
answer_text,627,,627-AUTOMOBILE_ENGINEERING-MS.md,2,Stay toward the middle lanes - water tends to pool in the outside
answer_text,627,,627-AUTOMOBILE_ENGINEERING-MS.md,3,Be more alert when driving in wet or slippery conditions.
answer_text,627,,627-AUTOMOBILE_ENGINEERING-MS.md,4,"Avoid using your brakes; if possible, take your foot off the"
answer_text,607,,607-_Typography_and_Computer_Appl.-MS.md,7,What do you mean by Range in Excel?
answer_text,607,,607-_Typography_and_Computer_Appl.-MS.md,8,Why we use “CC” in an E Mail?
answer_text,607,,607-_Typography_and_Computer_Appl.-MS.md,9,What is a Search Engine?
answer_text,607,,607-_Typography_and_Computer_Appl.-MS.md,10,Mention the importance of Slide Sorter View in Power Point.
answer_text,607,,607-_Typography_and_Computer_Appl.-MS.md,11,What do you understand by the term – Spam?
answer_text,607,,607-_Typography_and_Computer_Appl.-MS.md,12,Write any two points which indicate importance of E Mail.
answer_text,607,,607-_Typography_and_Computer_Appl.-MS.md,13,Differentiate between ‘Office Order’ and ‘Office Note’.
answer_text,607,,607-_Typography_and_Computer_Appl.-MS.md,18,Discuss the utility of a PowerPoint Presentation.
answer_text,607,,607-_Typography_and_Computer_Appl.-MS.md,19,What is a Computer Virus? How are they transmitted?
answer_text,607,,607-_Typography_and_Computer_Appl.-MS.md,20,What is Chart in Excel? What are the different types of Charts in Excel?
answer_text,607,,607-_Typography_and_Computer_Appl.-MS.md,21,What is the meaning of manuscript? Write down the signs used for ‘adding a new
mcq_key,756,,756_MS-INTRODUCTION_TO_HOSPITALITY_MANAGEMENT-XII.md,22,A
answer_text,756,,756_MS-INTRODUCTION_TO_HOSPITALITY_MANAGEMENT-XII.md,23,Define Travel Desk in hotel. (3)
answer_text,756,,756_MS-INTRODUCTION_TO_HOSPITALITY_MANAGEMENT-XII.md,24,What are the duties of Bell Concierge? (3)
answer_text,756,,756_MS-INTRODUCTION_TO_HOSPITALITY_MANAGEMENT-XII.md,25,Write the difference between an excursionist and a tourist. (3)
answer_text,756,,756_MS-INTRODUCTION_TO_HOSPITALITY_MANAGEMENT-XII.md,26,What are the common sources of fire in hotel properties? (3)
answer_text,756,,756_MS-INTRODUCTION_TO_HOSPITALITY_MANAGEMENT-XII.md,31,Explain the process of Guest Cycle with diagram. (5)
answer_text,756,,756_MS-INTRODUCTION_TO_HOSPITALITY_MANAGEMENT-XII.md,32,Elaborate the steps of communication process. (5)
answer_text,756,,756_MS-INTRODUCTION_TO_HOSPITALITY_MANAGEMENT-XII.md,30,"In the lodging industry, travel agents are one of the oldest and most widely used"
answer_text,756,,756_MS-INTRODUCTION_TO_HOSPITALITY_MANAGEMENT-XII.md,33,"All equipments such as chimneys, exhausts, ventilators, grills, hoods etc. which"
answer_text,800,,800-MS-SECURITY-_XII.md,1,Organisation’s standard security procedure
answer_text,800,,800-MS-SECURITY-_XII.md,2,Inside a high security premises
answer_text,800,,800-MS-SECURITY-_XII.md,4,On receiving a positive information or input from source or security equipment
answer_text,800,,800-MS-SECURITY-_XII.md,3,Cover and dead ground along the perimeter
answer_text,800,,800-MS-SECURITY-_XII.md,5,"Security system along the perimeter – light, watch tower, CCTV camera, sensors, etc."
answer_text,800,,800-MS-SECURITY-_XII.md,6,Security personnel deployment on perimeter protection
answer_text,800,,800-MS-SECURITY-_XII.md,7,Communication system for security
answer_text,800,,800-MS-SECURITY-_XII.md,8,System of response to perimeter breech
answer_text,800,,800-MS-SECURITY-_XII.md,9,Perimeter patrolling
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,1,Tilting pan –
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,4,Food cost- Cost of raw material used to prepare a dish or food. 1 1
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,5,Two popular dishes of Bengali Cuisine –
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,7,Staple food of Punjabi cuisine-
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,8,E-Indent - Indenting through a software which enables a single window 1 1
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,9,Two festival dishes of South Indian cuisine -
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,11,Two salient features of bulk food production
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,12,Formal buying
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,17,Four ways to control labour cost
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,18,Four objectives of Institutional Catering
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,25,Difference between Table d’hote and ala carte menu
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,26,Six reasons of preparing standard recipes are-
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,30,SPS(Standard purchase specification) is a concise description of the 1
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,31,Five ways to control food cost
answer_text,735,,735-MS-FOOD_PRODUCTION_IV-_XII.md,32,The format of purchase order
answer_text,775,,775-Basic_Pattern_Development-MS.md,5,Individual styling is possible Individual styling is not possible.
answer_text,775,,775-Basic_Pattern_Development-MS.md,6,Intricate stitching details can Intricate stitching details are avoided as
answer_text,775,,775-Basic_Pattern_Development-MS.md,7,Grading to smaller and bigger Patterns made can be graded to smaller and
answer_text,775,,775-Basic_Pattern_Development-MS.md,8,Time consuming method if Time saving method.
answer_text,775,,775-Basic_Pattern_Development-MS.md,9,"Since no pattern is made, there The patterns are easy to store."
answer_text,775,,775-Basic_Pattern_Development-MS.md,10,Alterations are easy as the Less chances of alterations as leaving seam
answer_text,785,,785-BANKING-MS.md,2,Opportunity cost
answer_text,785,,785-BANKING-MS.md,3,Demand and supply
answer_text,785,,785-BANKING-MS.md,4,Length of time
answer_text,785,,785-BANKING-MS.md,5,Risk free interest rate
answer_text,796,,796-Web_App-MS.md,1,Don't validate your Web page with the embed tag. It won't validate because that tag is not part
answer_text,796,,796-Web_App-MS.md,2,Check out the embed tag for additional attributes. Many of them you can use as parameters on
mcq_key,763,,763-MS-OLERICULTURE_-_XII.md,1,B
mcq_key,763,,763-MS-OLERICULTURE_-_XII.md,2,D
mcq_key,763,,763-MS-OLERICULTURE_-_XII.md,3,D
mcq_key,763,,763-MS-OLERICULTURE_-_XII.md,4,C
mcq_key,763,,763-MS-OLERICULTURE_-_XII.md,5,D
mcq_key,763,,763-MS-OLERICULTURE_-_XII.md,6,C
mcq_key,763,,763-MS-OLERICULTURE_-_XII.md,7,D
mcq_key,763,,763-MS-OLERICULTURE_-_XII.md,8,C
mcq_key,763,,763-MS-OLERICULTURE_-_XII.md,9,C
mcq_key,763,,763-MS-OLERICULTURE_-_XII.md,10,A
mcq_key,763,,763-MS-OLERICULTURE_-_XII.md,11,D
mcq_key,763,,763-MS-OLERICULTURE_-_XII.md,12,A
answer_text,793,,793-MS-Capital_Market_Operation-XII.md,1,Market Capitalization Ratio
answer_text,745,,745-Beauty_and_Hair-MS-XII.md,1,Liquid Foundation
answer_text,745,,745-Beauty_and_Hair-MS-XII.md,2,Cream Foundation
answer_text,745,,745-Beauty_and_Hair-MS-XII.md,3,Stick Foundation
answer_text,745,,745-Beauty_and_Hair-MS-XII.md,4,Dual-finish compact Foundation ( liquid to powder or cream to powder)
answer_text,745,,745-Beauty_and_Hair-MS-XII.md,5,Tinted Moisturizer Foundation
answer_text,745,,745-Beauty_and_Hair-MS-XII.md,6,Mineral Powder Foundation
answer_text,765,,765-MS-FLORICULTURE_-XII.md,1,Aphids (Macrosiphum rosaeformis) Spray Metasystox @ 50
answer_text,765,,765-MS-FLORICULTURE_-XII.md,2,Red scales (Aonidiella aurantii) Spray of 0.1% Methyl
answer_text,765,,765-MS-FLORICULTURE_-XII.md,3,Thrips (Thrips maginis) Spray Metasystox (0.1%)
answer_text,765,,765-MS-FLORICULTURE_-XII.md,4,Jassids (Leaf hoppers) Spray Methyl parathion
answer_text,765,,765-MS-FLORICULTURE_-XII.md,5,Red Spider Mites (Tetranychussp.) Spray Vertimec @ 25 ml/100
answer_text,765,,765-MS-FLORICULTURE_-XII.md,6,Crown rot (Phytophthora cryptogea) Soil drenching with benomyl
answer_text,734,,734-MS-_FOOD_PRODUCTION_III_-_XII.md,2,Two important ingredients of crab meat salad are
answer_text,734,,734-MS-_FOOD_PRODUCTION_III_-_XII.md,5,Two types of Game are ½
answer_text,734,,734-MS-_FOOD_PRODUCTION_III_-_XII.md,6,Use of cutlet bat
answer_text,734,,734-MS-_FOOD_PRODUCTION_III_-_XII.md,7,Pig’s liver different from duck’s liver
answer_text,734,,734-MS-_FOOD_PRODUCTION_III_-_XII.md,8,Spread is used for making Sandwiches -
answer_text,734,,734-MS-_FOOD_PRODUCTION_III_-_XII.md,9,Two vegetables used for making a Ratatouille
answer_text,734,,734-MS-_FOOD_PRODUCTION_III_-_XII.md,19,Four points to be consider while selecting fish
answer_text,734,,734-MS-_FOOD_PRODUCTION_III_-_XII.md,20,Layout of a kitchen for a small sized hotel
answer_text,734,,734-MS-_FOOD_PRODUCTION_III_-_XII.md,21,The steps of removing the skin from the fish fillets-
answer_text,734,,734-MS-_FOOD_PRODUCTION_III_-_XII.md,22,Three features of no bake cookies
answer_text,734,,734-MS-_FOOD_PRODUCTION_III_-_XII.md,26,Layout plan for a wash up area of a large hotel
answer_text,734,,734-MS-_FOOD_PRODUCTION_III_-_XII.md,27,Two functions of larder
answer_text,734,,734-MS-_FOOD_PRODUCTION_III_-_XII.md,29,Two features of appetizer salad
answer_text,734,,734-MS-_FOOD_PRODUCTION_III_-_XII.md,33,A lamb diagram with it’s parts
answer_text,744,,744-RETAILSERVICES-MS.md,19,Write the uses of RIS. (2)
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,1,Free Independent Traveller 1
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,2,The “C” form is prepared for all foreigner guests and sent to Police 1
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,3,Property Management System 1
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,4,"Name of the guest, Number of guests, Type of room, Number of room 1"
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,5,"Porters, Bell hops. 1"
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,6,Lobby Manager/ Senior Bell Captain 1
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,7,Three copies 1
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,9,Log Book 1
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,10,In the Lobby/ Beside the bell desk 1
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,11,A room near the swimming pool of the hotel for wash and change 1
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,16,Advantages ( any two)
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,17,Electronic key card locks provides an effective method for “locking out”
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,18,(Any four points)
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,19,Guests holding confirm reservation do not check in on the expected date
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,23,"Guest paging is a process of locating a guest in the hotel, when he/she is"
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,25,(Any six points)
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,8,He may also handle room keys and does paging of guests.
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,27,The post registration activities are as follows:
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,29,(Any ten points)
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,31,Allow the guest to speak: It is important that staff give a patient ear to
answer_text,753,,753-MS-FRONT_OFFICE_OPERATIONS_-XII.md,33,(Any ten points)
mcq_key,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,2,A
mcq_key,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,3,A
mcq_key,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,4,D
mcq_key,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,5,A
mcq_key,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,6,C
mcq_key,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,7,B
mcq_key,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,8,A
mcq_key,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,9,C
mcq_key,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,10,D
mcq_key,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,11,B
mcq_key,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,12,C
answer_text,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,13,Advantages: 2 2
answer_text,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,18,"In TV blanking means ‘going black’ as part of the video signal, the 2 2"
answer_text,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,19,I. Print Speed. A print speed of at least 10 color pages per 2 2
answer_text,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,20,When wire is moved within a magnetic field a current is generated 3 3
answer_text,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,22,Optical Recording 3 3
answer_text,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,29,Microwave Oven 5 5
answer_text,790,,790-MS-TROUBLESHOOTING_&_MAINTENANCE_OF_ELECTRONIC_EQUIPMENT_-_XII.md,30,Construction and principle of operation of Moving Coil 5 5
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,1,JPEG- Joint Photographic Experts Group 1 1
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,3,Celebrity endorsement is a form of advertising campaign used by 1 1
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,4,The text in any form can be developed in to multimedia software. 1 1
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,5,There are several places where the word “framing” appears in 1 1
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,6,"Video clips are short clips of video, usually part of a longer 1 1"
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,15,The possibility of incorporating sounds adds a lively dimension to 2 2
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,16,Musical Instrument Digitization Interface or MIDI provides a 2 2
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,17,A computer can be used to compose music and for recognition of 2 2
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,18,Digital Typography is the process of setting and arranging text for a 1+1/2+ 2
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,24,Institutional Advertising promotes a positive image of the company 3 3
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,25,The unique selling point of a physical product can be determined by 3 3
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,29,Radio Ads have the following main advantages - They deliver the 5 5
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,30,"Advocacy is an activity by an individual or by a group, that seeks to 5 5"
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,31,A Still Image is one of the components to be used in Multimedia. It 5 5
answer_text,739,,739-MS-THE_CREATIVE_AND_COMMERCIAL_PROCESS_IN_MASS_MEDIA_-_XII.md,33,Multimedia are the means to process and structure information 3+2 5
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,2,Differential compound motor (d) 1 1
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,3,Eddy current losses(b) 1 1
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,4,Voltage(b) 1 1
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,6,Retain Heat((b) 1 1
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,7,Prevents oxide forming(d) 1 1
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,8,Low(b) 1 1
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,9,Which can run on ac as well as on dc(c) 1 1
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,10,Single phase induction motor(d) 1 1
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,11,Interchanging brush leads(c) 1 1
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,12,Less than stator speed(a) 1 1
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,13,Speed control of DC motor implies: 2 2
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,15,The Starting capacitor value must be large. 2 2
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,24,Difference between DC series and DC shunt motor 3 3
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,1,Connection of field winding with Field is in series Field is in shunt
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,26,A shaded-pole motor is a small squirrel-cage motor in which the auxiliary winding is 3 3
answer_text,787,,787-MS-Electrical_Machines_-_XII.md,27,Different Methods of Soldering 5 5
answer_text,757,,757-MS-TRAVEL_AGENCY_AND_TOUR_OPERATIONS_BUSINESS-XII.md,3,A concept in which customer choose their holiday from brochures on racks
answer_text,757,,757-MS-TRAVEL_AGENCY_AND_TOUR_OPERATIONS_BUSINESS-XII.md,6,POSD stands for: - (1)
answer_text,757,,757-MS-TRAVEL_AGENCY_AND_TOUR_OPERATIONS_BUSINESS-XII.md,7,Itinerary is also known as (1)
answer_text,757,,757-MS-TRAVEL_AGENCY_AND_TOUR_OPERATIONS_BUSINESS-XII.md,17,Discuss the concept of Freedom tours (2).
answer_text,757,,757-MS-TRAVEL_AGENCY_AND_TOUR_OPERATIONS_BUSINESS-XII.md,18,What do you mean by costing? Write its types. (2)
answer_text,757,,757-MS-TRAVEL_AGENCY_AND_TOUR_OPERATIONS_BUSINESS-XII.md,19,What are the benefits of professional bodies for tourism industry? (2)
answer_text,757,,757-MS-TRAVEL_AGENCY_AND_TOUR_OPERATIONS_BUSINESS-XII.md,20,Discuss the functions of travel agency. (3)
answer_text,757,,757-MS-TRAVEL_AGENCY_AND_TOUR_OPERATIONS_BUSINESS-XII.md,21,Write the importance of travel documentation (3).
answer_text,757,,757-MS-TRAVEL_AGENCY_AND_TOUR_OPERATIONS_BUSINESS-XII.md,27,What are the basis for the classification of tour operators? (5)
answer_text,757,,757-MS-TRAVEL_AGENCY_AND_TOUR_OPERATIONS_BUSINESS-XII.md,28,Explain the mechanism of operating travel agency (5).
answer_text,757,,757-MS-TRAVEL_AGENCY_AND_TOUR_OPERATIONS_BUSINESS-XII.md,29,Briefly explain the role of National highways Authority of India in Indian
answer_text,757,,757-MS-TRAVEL_AGENCY_AND_TOUR_OPERATIONS_BUSINESS-XII.md,33,Explain the role of Amadeus in integrating travel services across the world.(5)
answer_text,766,,766-MS-BUSINESS_OPERATION_AND_AMDINSITRATION-XII.md,11,Two method of payment under online transactions are:
answer_text,766,,766-MS-BUSINESS_OPERATION_AND_AMDINSITRATION-XII.md,12,Two example of products for which E-business is not suitable:- (1)
answer_text,766,,766-MS-BUSINESS_OPERATION_AND_AMDINSITRATION-XII.md,13,"According to this principle, organisations should have a chain of authority and"
answer_text,766,,766-MS-BUSINESS_OPERATION_AND_AMDINSITRATION-XII.md,14,Difference between functional Structure and Divisional Structure
answer_text,766,,766-MS-BUSINESS_OPERATION_AND_AMDINSITRATION-XII.md,18,Distinguish between Manager and Leader:
answer_text,766,,766-MS-BUSINESS_OPERATION_AND_AMDINSITRATION-XII.md,1,Focus Manager focuses on Leader focuses to satisfy
answer_text,766,,766-MS-BUSINESS_OPERATION_AND_AMDINSITRATION-XII.md,2,Scope A manager is always a A leader is not always a
answer_text,766,,766-MS-BUSINESS_OPERATION_AND_AMDINSITRATION-XII.md,3,Formal or A manager exists only A leader may exist in
answer_text,766,,766-MS-BUSINESS_OPERATION_AND_AMDINSITRATION-XII.md,4,Authority Managers have formal Leaders have only
answer_text,766,,766-MS-BUSINESS_OPERATION_AND_AMDINSITRATION-XII.md,22,Benefits of training towards the organisation :
answer_text,766,,766-MS-BUSINESS_OPERATION_AND_AMDINSITRATION-XII.md,23,Difference between Formal and Informal Communication
answer_text,766,,766-MS-BUSINESS_OPERATION_AND_AMDINSITRATION-XII.md,26,The model of E-commerce
answer_text,766,,766-MS-BUSINESS_OPERATION_AND_AMDINSITRATION-XII.md,31,Meaning of Motivation: Motivation is a process of stimulating and inspiring
answer_text,766,,766-MS-BUSINESS_OPERATION_AND_AMDINSITRATION-XII.md,33,Arguments against social responsibility are-
mcq_key,743,,743-RETAIL_OPERATIONS-MS.md,18,A
mcq_key,743,,743-RETAIL_OPERATIONS-MS.md,21,A
answer_text,743,,743-RETAIL_OPERATIONS-MS.md,16,Wholesale billing is easy in comparison of retail billing and allows a big level
answer_text,743,,743-RETAIL_OPERATIONS-MS.md,17,Important features are:
answer_text,743,,743-RETAIL_OPERATIONS-MS.md,19,The time lags present in the supply chain from supplier to user at every
answer_text,743,,743-RETAIL_OPERATIONS-MS.md,20,The three basic reasons are :
answer_text,743,,743-RETAIL_OPERATIONS-MS.md,27,Duties
answer_text,743,,743-RETAIL_OPERATIONS-MS.md,28,The types of security guards are:
answer_text,743,,743-RETAIL_OPERATIONS-MS.md,29,The seven principles of SCM are;
answer_text,743,,743-RETAIL_OPERATIONS-MS.md,33,It is a unique identifier for each distinct productand service that can
answer_text,738,,738-MS-_UNDERSTANDING_THE_EVOLUTION_AND_FORMS_OF_MASS_MEDIA_-_XII.md,4,Radio (AIR). 1 1
mcq_key,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,28,A
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,1,Medium Frequency(b) 1 1
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,2,In the channel(c) 1 1
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,3,All of the above (d) 1 1
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,4,C/N (a) 1 1
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,5,Narrow Band Interference (a) 1 1
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,6,Double sided PCB (b) 1 1
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,7,Fake android apps(b) 1 1
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,9,Carrier Signal in analog and message signal is digital(b) 1 1
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,10,Wireless fidelity(a) 1 1
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,11,All of the above(d) 1 1
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,12,Soft Handoff (a)
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,14,IMEI is short for International Mobile Equipment Identity and is a unique 2 2
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,17,"Tools to repair any smart phone or mobile phone include - soldering iron, 2 2"
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,19,"The two functions of an antenna are: (1) For transmission of a signal, 2 2"
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,21,Performance criteria of Cellular system 3 3
answer_text,789,,789-MS-OPERATION_AND_MAINTENANCE_OF_COMMUNICATION_DEVICES_-_XII.md,25,"Internal noise in communication, i.e. noise which get, generated within the 3 3"
